,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price_lakhs,Status,Transaction,Type,Per_Sqft
1108,1600.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,210.0,Ready_to_move,Resale,Apartment,13125.0
1109,2250.0,4,4.0,Semi-Furnished,Punjabi Bagh West,2.0,500.0,Ready_to_move,New_Property,Builder_Floor,
1110,2592.0,4,3.0,Unfurnished,Punjabi Bagh,2.0,425.0,Ready_to_move,Resale,Builder_Floor,
1111,1800.0,4,4.0,Unfurnished,Punjabi Bagh West,2.0,455.0,Almost_ready,New_Property,Builder_Floor,
1112,1700.0,3,3.0,Semi-Furnished,Punjabi Bagh,2.0,230.0,Ready_to_move,Resale,Builder_Floor,
1113,1640.0,3,3.0,Unfurnished,Punjabi Bagh West,1.0,120.0,Ready_to_move,Resale,Apartment,
1114,2572.0,3,3.0,Furnished,Punjabi Bagh West,4.0,350.0,Ready_to_move,Resale,Apartment,13608.0
1116,1620.0,3,3.0,Semi-Furnished,Punjabi Bagh,1.0,290.0,Ready_to_move,New_Property,Builder_Floor,11905.0
1117,2500.0,4,4.0,Semi-Furnished,Punjabi Bagh West,2.0,800.0,Ready_to_move,New_Property,Builder_Floor,11905.0
1118,2250.0,3,3.0,Semi-Furnished,Punjabi Bagh West,2.0,205.0,Ready_to_move,Resale,Apartment,11905.0
1120,2250.0,4,4.0,Unfurnished,Punjabi Bagh,2.0,375.0,Ready_to_move,New_Property,Builder_Floor,11905.0
1121,800.0,2,2.0,Semi-Furnished,Punjabi Bagh West,2.0,75.0,Ready_to_move,Resale,Apartment,11905.0
1122,1450.0,3,3.0,Semi-Furnished,Punjabi Bagh,2.0,325.0,Ready_to_move,Resale,Builder_Floor,11905.0
1123,1440.0,3,3.0,Unfurnished,Punjabi Bagh,2.0,245.0,Ready_to_move,Resale,Builder_Floor,11905.0
1124,5220.0,5,5.0,Unfurnished,Punjabi Bagh West,2.0,650.0,Ready_to_move,Resale,Builder_Floor,11905.0
1125,1800.0,3,3.0,Semi-Furnished,Punjabi Bagh,2.0,275.0,Ready_to_move,New_Property,Builder_Floor,11905.0
1126,4455.0,5,5.0,Semi-Furnished,Punjabi Bagh West,1.0,1150.0,Almost_ready,New_Property,Builder_Floor,11905.0
1127,195.0,3,3.0,Semi-Furnished,Punjabi Bagh,1.0,280.0,Almost_ready,New_Property,Builder_Floor,11905.0
1128,807.2925,2,1.0,Semi-Furnished,Punjabi Bagh,1.0,80.0,Ready_to_move,Resale,Builder_Floor,9909.0
1129,3500.0,4,4.0,Furnished,Punjabi Bagh West,3.0,751.0,Ready_to_move,New_Property,Builder_Floor,9909.0
1131,900.0,2,2.0,Semi-Furnished,Punjabi Bagh,1.0,150.0,Ready_to_move,Resale,Builder_Floor,16667.0
1132,1800.0,3,3.0,Furnished,Punjabi Bagh East,1.0,275.0,Ready_to_move,Resale,Builder_Floor,15278.0
1133,17010.0,3,3.0,Semi-Furnished,Punjabi Bagh West,2.0,250.0,Ready_to_move,Resale,Builder_Floor,15278.0
1134,2340.0,4,4.0,Semi-Furnished,Punjabi Bagh East,1.0,260.0,Ready_to_move,Resale,Builder_Floor,15278.0
1135,1350.0,3,3.0,Unfurnished,Punjabi Bagh East,1.0,235.0,Ready_to_move,Resale,Apartment,15278.0
1136,464.0,3,1.0,Unfurnished,Punjabi Bagh,1.0,42.0,Ready_to_move,Resale,Builder_Floor,15278.0
1137,954.0,2,2.0,Unfurnished,Punjabi Bagh East,1.0,100.0,Ready_to_move,Resale,Builder_Floor,15278.0
1138,1155.0,2,2.0,Semi-Furnished,Punjabi Bagh,1.0,185.0,Ready_to_move,Resale,Builder_Floor,15278.0
1139,700.0,2,2.0,Unfurnished,Alaknanda,,165.0,Ready_to_move,Resale,Apartment,
1140,980.0,2,2.0,Semi-Furnished,Alaknanda,2.0,138.0,Ready_to_move,Resale,Apartment,
1141,1350.0,3,3.0,Semi-Furnished,Alaknanda,2.0,210.0,Ready_to_move,Resale,Apartment,
1142,1800.0,3,3.0,Semi-Furnished,Alaknanda,2.0,225.0,Ready_to_move,Resale,Apartment,
1143,968.751,2,2.0,Semi-Furnished,Alaknanda,2.0,150.0,Ready_to_move,Resale,Apartment,
1144,1250.0,3,3.0,Semi-Furnished,Alaknanda,2.0,200.0,Ready_to_move,New_Property,Apartment,
1145,1800.0,3,3.0,Furnished,Alaknanda,2.0,200.0,Ready_to_move,New_Property,Apartment,
1146,1400.0,3,2.0,Semi-Furnished,Alaknanda,2.0,260.0,Ready_to_move,Resale,Builder_Floor,
1147,1000.0,3,3.0,Semi-Furnished,Alaknanda,2.0,195.0,Ready_to_move,Resale,Apartment,
1148,1800.0,4,2.0,Semi-Furnished,Alaknanda,1.0,215.0,Ready_to_move,Resale,Apartment,
1149,1500.0,3,3.0,Unfurnished,Alaknanda,1.0,265.0,Ready_to_move,New_Property,Apartment,
1150,1600.0,3,3.0,Semi-Furnished,Alaknanda,2.0,200.0,Ready_to_move,Resale,Apartment,12500.0
1152,1400.0,3,2.0,Unfurnished,Alaknanda,1.0,190.0,Ready_to_move,Resale,Apartment,12500.0
1153,2700.0,4,4.0,Unfurnished,Greater Kailash 4 Nri Colony,2.0,365.0,Ready_to_move,Resale,Builder_Floor,12500.0
1154,1100.0,2,2.0,Unfurnished,Alaknanda,2.0,150.0,Ready_to_move,Resale,Apartment,12500.0
1155,1200.0,2,2.0,Semi-Furnished,Alaknanda,2.0,175.0,Ready_to_move,Resale,Apartment,12500.0
1156,1400.0,2,2.0,Semi-Furnished,Alaknanda,2.0,140.0,Ready_to_move,Resale,Apartment,12500.0
1157,1500.0,3,3.0,Semi-Furnished,Alaknanda,2.0,210.0,Ready_to_move,Resale,Apartment,12500.0
1158,1320.0,3,2.0,Unfurnished,Alaknanda,2.0,156.0,Ready_to_move,Resale,Apartment,12500.0
1160,1150.0,2,2.0,Unfurnished,Alaknanda,1.0,165.0,Ready_to_move,Resale,Apartment,12500.0
1161,1440.0,3,3.0,Unfurnished,Alaknanda,1.0,190.0,Ready_to_move,Resale,Apartment,12500.0
1162,1400.0,2,2.0,Unfurnished,Alaknanda,1.0,165.0,Ready_to_move,Resale,Apartment,12500.0
1163,450.0,1,1.0,Semi-Furnished,Alaknanda,1.0,30.0,Ready_to_move,Resale,Builder_Floor,12500.0
1164,1300.0,2,2.0,Semi-Furnished,Alaknanda,1.0,150.0,Ready_to_move,Resale,Apartment,11538.0
1165,1200.0,2,2.0,Unfurnished,Alaknanda,1.0,143.0,Ready_to_move,Resale,Apartment,11538.0
1166,1300.0,3,2.0,Unfurnished,Alaknanda,1.0,185.0,Ready_to_move,Resale,Apartment,11538.0
1168,1400.0,3,3.0,Semi-Furnished,Alaknanda,1.0,190.0,Ready_to_move,Resale,Apartment,11538.0
1169,500.0,2,2.0,Semi-Furnished,Kalkaji,1.0,33.0,Ready_to_move,New_Property,Builder_Floor,
1170,700.0,2,2.0,Semi-Furnished,Kalkaji,1.0,38.0,Ready_to_move,New_Property,Builder_Floor,
1171,900.0,3,3.0,Semi-Furnished,Kalkaji,1.0,70.0,Ready_to_move,New_Property,Builder_Floor,
1172,1260.0,3,3.0,Semi-Furnished,Kalkaji,2.0,165.0,Ready_to_move,Resale,Builder_Floor,
1173,950.0,3,2.0,Semi-Furnished,Kalkaji,1.0,80.0,Ready_to_move,New_Property,Apartment,
1174,405.0,1,1.0,Unfurnished,Kalkaji,1.0,56.0,Ready_to_move,Resale,Builder_Floor,
1175,1800.0,2,2.0,Furnished,Kalkaji,1.0,210.0,Ready_to_move,Resale,Builder_Floor,
1176,1300.0,3,3.0,Semi-Furnished,Kalkaji,2.0,210.0,Ready_to_move,Resale,Builder_Floor,
1177,1000.0,3,3.0,Semi-Furnished,Kalkaji,2.0,86.0,Ready_to_move,New_Property,Apartment,
1178,900.0,3,2.0,Semi-Furnished,KalkaJi,2.0,66.0,Ready_to_move,Resale,Apartment,
1179,1800.0,3,3.0,Semi-Furnished,Kalkaji,2.0,140.0,Ready_to_move,Resale,Builder_Floor,
1180,720.0,2,2.0,Unfurnished,Kalkaji,2.0,47.0,Ready_to_move,Resale,Builder_Floor,
1181,1485.0,3,3.0,Unfurnished,Kalkaji,1.0,300.0,Ready_to_move,Resale,Apartment,
1182,1600.0,3,3.0,Semi-Furnished,Kalkaji,2.0,260.0,Ready_to_move,Resale,Builder_Floor,
1183,1200.0,2,2.0,Furnished,Kalkaji,2.0,185.0,Ready_to_move,Resale,Apartment,
1184,900.0,2,2.0,Semi-Furnished,Kalkaji,2.0,65.0,Ready_to_move,Resale,Apartment,
1185,900.0,2,2.0,Unfurnished,Kalkaji,2.0,150.0,Ready_to_move,Resale,Apartment,
1187,1150.0,2,3.0,Semi-Furnished,Kalkaji,2.0,161.0,Ready_to_move,Resale,Apartment,10000.0
1188,900.0,3,3.0,Semi-Furnished,Kalkaji,1.0,68.0,Ready_to_move,New_Property,Builder_Floor,10000.0
1189,1070.0,3,2.0,Furnished,Kalkaji Extention,1.0,68.0,Ready_to_move,Resale,Apartment,10000.0
1190,1050.0,2,2.0,Unfurnished,Kalkaji Extention,1.0,90.0,Ready_to_move,Resale,Apartment,10000.0
1192,1550.0,3,3.0,Unfurnished,Kalkaji,2.0,275.0,Ready_to_move,Resale,Builder_Floor,18000.0
1194,810.0,2,2.0,Semi-Furnished,Kalkaji,1.0,140.0,Ready_to_move,New_Property,Builder_Floor,18000.0
1195,900.0,2,2.0,Furnished,Kalkaji,1.0,90.0,Ready_to_move,Resale,Builder_Floor,18000.0
1196,1200.0,2,2.0,Unfurnished,Kalkaji,1.0,160.0,Ready_to_move,Resale,Apartment,18000.0
1197,1000.0,2,3.0,Semi-Furnished,Kalkaji Extention,1.0,110.0,Ready_to_move,Resale,Apartment,18000.0
1198,720.0,2,2.0,Unfurnished,Kalkaji,1.0,55.0,Almost_ready,New_Property,Builder_Floor,18000.0
1199,2520.0,3,3.0,Unfurnished,Hauz Khas,,475.0,Ready_to_move,New_Property,Builder_Floor,
1200,1700.0,3,4.0,Unfurnished,Hauz Khas,2.0,450.0,Ready_to_move,New_Property,Builder_Floor,
1201,1800.0,3,3.0,Semi-Furnished,Hauz Khas,2.0,435.0,Ready_to_move,New_Property,Builder_Floor,24166.0
1203,1800.0,4,4.0,Semi-Furnished,Hauz Khas,2.0,800.0,Ready_to_move,New_Property,Builder_Floor,30000.0
1204,2000.0,3,3.0,Unfurnished,Hauz Khas,2.0,375.0,Ready_to_move,Resale,Apartment,30000.0
1205,2066.0,4,4.0,Unfurnished,Hauz Khas,2.0,600.0,Almost_ready,New_Property,Builder_Floor,30000.0
1206,2050.0,3,3.0,Semi-Furnished,Hauz Khas,2.0,710.0,Ready_to_move,New_Property,Builder_Floor,30000.0
1207,1100.0,3,3.0,Unfurnished,Hauz Khas,2.0,185.0,Ready_to_move,Resale,Apartment,30000.0
1208,4500.0,4,4.0,Semi-Furnished,Hauz Khas,2.0,700.0,Ready_to_move,New_Property,Builder_Floor,30000.0
1209,4500.0,4,5.0,Semi-Furnished,Hauz Khas,2.0,850.0,Ready_to_move,New_Property,Builder_Floor,170000.0
1210,6500.0,4,5.0,Unfurnished,Hauz Khas,3.0,1900.0,Ready_to_move,New_Property,Builder_Floor,170000.0
1211,4350.0,4,6.0,Semi-Furnished,Hauz Khas,2.0,1350.0,Ready_to_move,New_Property,Apartment,170000.0
1212,1750.0,3,3.0,Unfurnished,Hauz Khas,2.0,350.0,Ready_to_move,Resale,Builder_Floor,170000.0
1213,3600.0,4,4.0,Semi-Furnished,Hauz Khas,2.0,650.0,Almost_ready,New_Property,Builder_Floor,18055.0
1214,1200.0,2,2.0,Furnished,Hauz Khas,1.0,275.0,Ready_to_move,Resale,Builder_Floor,18055.0
1215,1500.0,3,4.0,Unfurnished,Hauz Khas,2.0,450.0,Ready_to_move,Resale,Builder_Floor,18055.0
1216,2250.0,4,4.0,Unfurnished,Hauz Khas,3.0,1000.0,Ready_to_move,New_Property,Builder_Floor,18055.0
1217,1800.0,3,4.0,Semi-Furnished,Hauz Khas,2.0,470.0,Ready_to_move,New_Property,Builder_Floor,18055.0
1218,1600.0,3,4.0,Semi-Furnished,Hauz Khas,2.0,275.0,Ready_to_move,Resale,Builder_Floor,18055.0
1219,2800.0,4,5.0,Semi-Furnished,Hauz Khas,3.0,700.0,Ready_to_move,New_Property,Builder_Floor,25000.0
1221,2400.0,4,5.0,Unfurnished,Hauz Khas,1.0,650.0,Ready_to_move,Resale,Builder_Floor,25000.0
1222,1980.0,3,4.0,Unfurnished,Hauz Khas,1.0,350.0,Almost_ready,New_Property,Apartment,17677.0
1223,2100.0,4,5.0,Semi-Furnished,Hauz Khas,1.0,560.0,Ready_to_move,New_Property,Builder_Floor,17677.0
1224,5400.0,4,4.0,Unfurnished,Hauz Khas,2.0,1100.0,Ready_to_move,Resale,Builder_Floor,17677.0
1225,1250.0,3,3.0,Semi-Furnished,Hauz Khas,1.0,240.0,Ready_to_move,Resale,Builder_Floor,17677.0
1226,2300.0,4,4.0,Semi-Furnished,Hauz Khas,1.0,1025.0,Ready_to_move,New_Property,Builder_Floor,17677.0
1227,2700.0,4,4.0,Semi-Furnished,Hauz Khas,2.0,1000.0,Ready_to_move,New_Property,Builder_Floor,37037.0
1228,1450.0,3,3.0,Semi-Furnished,Hauz Khas,1.0,450.0,Ready_to_move,New_Property,Builder_Floor,37037.0
1229,2097.0,3,3.0,Unfurnished,Chittaranjan Park,,290.0,Ready_to_move,Resale,Builder_Floor,
1231,1600.0,3,3.0,Semi-Furnished,Chittaranjan Park,2.0,335.0,Ready_to_move,New_Property,Builder_Floor,20938.0
1232,2600.0,4,5.0,Semi-Furnished,Chittaranjan Park,3.0,625.0,Ready_to_move,New_Property,Builder_Floor,20938.0
1233,1700.0,3,3.0,Semi-Furnished,Chittaranjan Park,2.0,475.0,Ready_to_move,New_Property,Builder_Floor,20938.0
1234,1116.0,3,3.0,Semi-Furnished,Chittaranjan Park,1.0,147.0,Ready_to_move,Resale,Builder_Floor,20938.0
1235,1070.0,2,3.0,Semi-Furnished,Chittaranjan Park,1.0,180.0,Ready_to_move,New_Property,Builder_Floor,20938.0
1236,1200.0,3,3.0,Semi-Furnished,Chittaranjan Park,1.0,225.0,Ready_to_move,New_Property,Builder_Floor,20938.0
1237,1200.0,3,3.0,Unfurnished,Chittaranjan Park,1.0,220.0,Ready_to_move,New_Property,Builder_Floor,18333.0
1239,1450.0,3,3.0,Semi-Furnished,Chittaranjan Park,1.0,225.0,Ready_to_move,Resale,Builder_Floor,18333.0
1240,1000.0,2,2.0,Semi-Furnished,Chittaranjan Park,1.0,75.0,Ready_to_move,Resale,Apartment,18333.0
1242,945.0,2,1.0,Unfurnished,Chittaranjan Park,5.0,65.0,Ready_to_move,Resale,Apartment,6878.0
1243,1650.0,3,3.0,Unfurnished,Chittaranjan Park,5.0,350.0,Ready_to_move,New_Property,Builder_Floor,6878.0
1244,1350.0,3,2.0,Semi-Furnished,Kalkaji,1.0,175.0,Ready_to_move,Resale,Builder_Floor,6878.0
1245,2625.0,4,5.0,Semi-Furnished,Chittaranjan Park,2.0,600.0,Ready_to_move,New_Property,Builder_Floor,6878.0
1246,1800.0,4,4.0,Semi-Furnished,Chittaranjan Park,2.0,400.0,Ready_to_move,New_Property,Builder_Floor,6878.0
1247,125.0,3,3.0,Semi-Furnished,Chittaranjan Park,2.0,115.0,Ready_to_move,New_Property,Builder_Floor,6878.0
1248,1440.0,3,3.0,Semi-Furnished,Chittaranjan Park,2.0,225.0,Ready_to_move,New_Property,Builder_Floor,6878.0
1249,1900.0,3,4.0,Semi-Furnished,Chittaranjan Park,2.0,285.0,Ready_to_move,New_Property,Builder_Floor,6878.0
1250,1800.0,3,3.0,Semi-Furnished,Chittaranjan Park,2.0,290.0,Ready_to_move,Resale,Builder_Floor,6878.0
1251,1200.0,3,2.0,Semi-Furnished,Chittaranjan Park,1.0,155.0,Ready_to_move,Resale,Builder_Floor,12916.0
1252,1800.0,3,3.0,Semi-Furnished,Kalkaji,1.0,260.0,Ready_to_move,Resale,Builder_Floor,12916.0
1253,1200.0,3,3.0,Semi-Furnished,Chittaranjan Park,1.0,165.0,Ready_to_move,Resale,Builder_Floor,12916.0
1254,4118.0,4,5.0,Unfurnished,Chittaranjan Park,3.0,550.0,Ready_to_move,New_Property,Builder_Floor,12916.0
1255,1050.0,3,2.0,Semi-Furnished,Chittaranjan Park,3.0,125.0,Ready_to_move,Resale,Builder_Floor,12916.0
1256,875.0,3,3.0,Semi-Furnished,Chittaranjan Park,3.0,175.0,Ready_to_move,New_Property,Builder_Floor,12916.0
1257,990.0,2,2.0,Unfurnished,Chittaranjan Park Block A,1.0,115.0,Ready_to_move,Resale,Builder_Floor,12916.0
1258,11050.0,3,3.0,Unfurnished,Chittaranjan Park,1.0,185.0,Ready_to_move,New_Property,Builder_Floor,12916.0
